"","ten_two","ten_two_unexp","ten","ten_unexp","cpi","cpi_unexp","jobs","jobs_unexp"
"132",1.8,-0.0756766339039912,-0.144830947878456,-0.103125515493954,-0.00880395730995581,0.00278211615314478,-0.0170014118630334,-0.00765814800404005
"133",2.27,0.415816559902787,0.210071469746857,0.18853194021856,0.00671490793193271,0.00871269263173625,-0.0140489577501159,-0.00293646964885243
"134",2.49,0.067374330065181,0.0498637015779562,-0.0271413927106544,0.00719744484977436,0.009333133517436,-0.00729652940403381,-0.00119252888447243
"135",2.58,0.327955612427382,-0.00143163947143774,0.0454869418361004,0.00756328776593349,-0.00239872283256498,-0.00429353327857114,-0.00207676392075654
"136",2.8,0.0266010941195894,0.0611301404050079,0.0159487374770592,0.00210217374867747,-0.00574261677367469,-0.000781576398448969,-3.96175570895957e-05
"137",2.635,-0.0354005995800928,-0.0511514403551117,-0.0836317246787796,-0.000384185812625713,-0.00167506104243501,0.00451162680138101,0.00191293855868258
"138",2.28,-0.270040012357852,-0.219603724609086,-0.156691261831338,0.00293630636413328,-0.000873474642827673,9.9686753630023e-05,-0.00512256300114519
"139",2.415,0.381222774748363,0.0295931081473094,0.090938636255415,0.00828666807969853,0.00104281650690562,0.00245834909047309,0.00271958954342447
"140",2.76,0.322839104906679,0.178598224410032,0.118818889530186,0.0106955553724867,-0.000321363365827339,0.00269645919133305,-0.00403273899719217
"141",2.66,0.100583221128251,-0.0759859069779221,-0.0965019833502035,0.0104487185569024,0.00591226913233496,0.0053560280503952,0.00221854717360424
"142",2.18,-0.282836305197847,-0.260199426757949,-0.205900247619903,0.0068665624427826,0.000198199116254398,0.00302290133027405,-0.0039808053308046
"143",1.795,-0.136388599148062,-0.18715248406362,-0.163360670476498,0.00437324434666161,-0.00290992655465585,0.00424991298182152,-0.00111418433988383
"144",1.76,0.157573069962916,0.00241838086428165,0.0207472885426984,0.00587731836712892,-0.000576716271055304,0.00576842344902847,-0.00100105359286653
"145",1.545,-0.142834712709176,-0.120504125770744,-0.121298973968886,0.00232293730598301,-0.00494363460474146,0.00305472757164319,-0.00305052485544085
"146",1.37,0.0932260644921977,-0.121536665724833,-0.0768049135913039,0.00412944436033442,0.00100375291829025,0.00319428952724483,-0.00152985721598445
"147",1.425,0.246642850547389,0.0451204352804696,0.0143817523275551,0.0070550471280275,0.00267190092052305,0.00389238506023316,-0.000561418633910745
"148",1.675,0.426250401515433,0.134633726008239,0.0805294289181255,0.00374789107931385,-0.000888821405774234,0.00449006764527366,0.000133745294143838
"149",1.75,0.0246527545411065,0.0427738159832862,0.0183508757202952,-0.000921653097328871,-0.00566413686683134,0.00441121412262725,-0.000285871744533931
"150",2.325,0.728505038459468,0.283362411307265,0.279477424849919,0.0050543253006994,0.00214544871927137,0.00397108927312854,-0.00183731412467706
"151",2.42,0.0172929953832482,0.023832475368098,-0.091878318039002,0.00410712456539368,-0.00196671061202709,0.00430888770875833,0.000456807244460817
"152",2.395,0.344038866492401,0.00901719365018886,0.0864773064708773,0.00621833789936031,0.00246058916693743,0.00402914031402641,-0.00014790213796121
"153",2.22,-0.300555553275359,-0.0553646913859218,-0.0701513485719827,0.00452341481000314,-0.00337340589538655,0.00590160071435576,0.000868974695123655
"154",1.99,0.125495200943795,-0.0606246218164347,-0.0201823169753297,0.00261958595008605,-0.00169242221106097,0.00526782884453813,-0.00112892116162227
"155",1.71,-0.285053673301707,-0.0884787286835795,-0.0485235159472898,-0.00199464926792237,-0.00575624091634252,0.00547938732128037,0.00100265234287048
"156",1.365,-0.0551894330866893,-0.146835358250886,-0.121143808514112,-0.00612684488156773,-0.00649647707924775,0.00483877941799558,-0.000832358489309445
"157",1.535,0.248339093218358,0.0925233688971455,0.126338356355385,0.00575530798114679,0.00712234693609664,0.00495332917030508,0.000149780084128991
"158",1.555,0.0966548035368435,0.0432376790546462,-0.0267989421795754,0.00363133629736052,-0.00169566976850823,0.00463695969799425,-0.000583637286780929
"159",1.345,-0.060254996567653,-0.0362851597397645,-0.0179584359850762,0.0012656526317178,0.000389867330916317,0.00494817716867478,0.000233158197911145
"160",1.1,-0.199725607425172,-0.112313034972708,-0.117521955025339,-6.51356976421188e-05,-0.0052175711491448,0.0042791611084925,-0.00109762350615339
"161",0.975,0.0869160194012959,-0.114880275998422,-0.102222813175522,0.00594137485554377,0.00565905576771364,0.00385474910063749,-6.71963296175488e-05
"162",0.84,-0.122115893452183,-0.0973412264912066,-0.0691920552891723,0.00448912549174436,-0.00184050980573093,0.00466630908154966,0.000213764772370826
"163",1.105,0.416412535814565,0.305885978384264,0.326957370044206,0.0074807246172996,0.00234372336554651,0.00342264035881013,-0.00171263835096063
"164",1.195,0.0261555044080372,0.142316222180256,0.0140102520169431,0.00759315394745042,-0.00143256624597613,0.00355169319282484,0.000246141718476869
"165",0.955,-0.00244732416443133,-0.087382503362418,-0.0591354761316405,-0.000532701752892671,-0.00562996335973604,0.00360068154390464,-0.000618022308904856
"166",0.885,-0.0957466307193231,0.00665929208997678,0.0182943938077754,0.00505536309267123,0.00474981992887138,0.00273210217244823,-0.00122402490573023
