IDRSSD,DATE,CITY,STATE,MinorityStatusCode
26176,12/31/2003,Los Angeles,CA,B
26176,3/31/2004,Los Angeles,CA,B
26176,6/30/2004,Los Angeles,CA,B
26176,9/30/2004,Los Angeles,CA,B
26176,12/31/2004,Los Angeles,CA,B
26176,3/31/2005,Los Angeles,CA,B
26176,6/30/2005,Los Angeles,CA,B
26176,9/30/2005,Los Angeles,CA,B
26176,12/31/2005,Los Angeles,CA,B
26176,3/31/2006,Los Angeles,CA,B
26176,6/30/2006,Los Angeles,CA,B
26176,9/30/2006,Los Angeles,CA,B
26176,12/31/2006,Los Angeles,CA,B
26176,12/31/2007,Los Angeles,CA,B
26176,12/31/2008,Los Angeles,CA,B
26176,3/31/2009,Los Angeles,CA,B
26176,6/30/2009,Los Angeles,CA,B
26176,9/30/2009,Los Angeles,CA,B
26176,12/31/2009,Los Angeles,CA,B
26176,3/31/2010,Los Angeles,CA,B
26176,6/30/2010,Los Angeles,CA,B
26176,9/30/2010,Los Angeles,CA,B
26176,12/31/2010,Los Angeles,CA,B
26176,3/31/2011,Los Angeles,CA,B
26176,6/30/2011,Los Angeles,CA,B
26176,9/30/2011,Los Angeles,CA,B
26176,12/31/2011,Los Angeles,CA,B
26176,3/31/2012,Los Angeles,CA,B
26176,6/30/2012,Los Angeles,CA,B
26176,9/30/2012,Los Angeles,CA,B
26176,12/31/2012,Los Angeles,CA,B
26176,3/31/2013,Los Angeles,CA,B
26176,6/30/2013,Los Angeles,CA,B
26176,9/30/2013,Los Angeles,CA,B
26176,12/31/2013,Los Angeles,CA,B
26176,3/31/2014,Los Angeles,CA,B
26176,6/30/2014,Los Angeles,CA,B
26176,9/30/2014,Los Angeles,CA,B
26176,12/31/2014,Los Angeles,CA,B
26176,3/31/2015,,,
26176,6/30/2015,,,
26176,9/30/2015,,,
26176,12/31/2015,Los Angeles,CA,B
26176,3/31/2016,,,
26176,6/30/2016,,,
26176,9/30/2016,,,
26176,12/31/2016,Los Angeles,CA,B
26176,3/31/2017,,,
26176,6/30/2017,,,
26176,9/30/2017,,,
26765,12/31/2007,,,
26765,3/31/2008,,,
26765,6/30/2008,,,
26765,9/30/2008,,,
26765,12/31/2008,,,
26765,3/31/2009,,,
26765,6/30/2009,,,
26765,9/30/2009,,,
26765,12/31/2009,,,
49858,12/31/2003,Hebbronville,TX,H
49858,3/31/2004,Hebbronville,TX,H
49858,6/30/2004,Hebbronville,TX,H
49858,9/30/2004,Hebbronville,TX,H
49858,12/31/2004,Hebbronville,TX,H
49858,3/31/2005,Hebbronville,TX,H
49858,6/30/2005,Hebbronville,TX,H
49858,9/30/2005,Hebbronville,TX,H
49858,12/31/2005,Hebbronville,TX,H
49858,3/31/2006,Hebbronville,TX,H
49858,6/30/2006,Hebbronville,TX,H
49858,9/30/2006,Hebbronville,TX,H
49858,12/31/2006,Mcallen,TX,H
49858,3/31/2007,Mcallen,TX,H
49858,6/30/2007,Mcallen,TX,H
49858,9/30/2007,Mcallen,TX,H
49858,12/31/2007,Mcallen,TX,H
49858,3/31/2008,Mcallen,TX,H
49858,6/30/2008,Mcallen,TX,H
49858,9/30/2008,Mcallen,TX,H
49858,12/31/2008,Mcallen,TX,H
49858,3/31/2009,Mcallen,TX,H
49858,6/30/2009,Mcallen,TX,H
49858,9/30/2009,Mcallen,TX,H
49858,12/31/2009,Mcallen,TX,H
49858,3/31/2010,Mcallen,TX,H
49858,6/30/2010,Mcallen,TX,H
49858,9/30/2010,Mcallen,TX,H
49858,12/31/2010,Mcallen,TX,H
49858,3/31/2011,Mcallen,TX,H
49858,6/30/2011,Mcallen,TX,H
49858,9/30/2011,Mcallen,TX,H
49858,12/31/2011,Mcallen,TX,H
49858,3/31/2012,Mcallen,TX,H
49858,6/30/2012,Mcallen,TX,H
49858,9/30/2012,Mcallen,TX,H
49858,12/31/2012,Mcallen,TX,H
49858,3/31/2013,Mcallen,TX,H
49858,6/30/2013,Mcallen,TX,H
49858,9/30/2013,Mcallen,TX,H
49858,12/31/2013,Mcallen,TX,H
49858,3/31/2014,Mcallen,TX,H
49858,6/30/2014,Mcallen,TX,H
49858,9/30/2014,Mcallen,TX,H
49858,12/31/2014,Mcallen,TX,H
49858,3/31/2015,,,
49858,6/30/2015,,,
49858,9/30/2015,,,
49858,12/31/2015,Mcallen,TX,H
49858,3/31/2016,,,
49858,6/30/2016,,,
49858,9/30/2016,,,
49858,12/31/2016,Mcallen,TX,H
49858,3/31/2017,,,
49858,6/30/2017,,,
49858,9/30/2017,,,
50461,12/31/2010,San Francisco,CA,A
50461,3/31/2011,San Francisco,CA,A
50461,6/30/2011,San Francisco,CA,A
50461,9/30/2011,San Francisco,CA,A
50461,12/31/2011,San Francisco,CA,A
50461,3/31/2012,San Francisco,CA,A
50461,6/30/2012,San Francisco,CA,A
50461,9/30/2012,San Francisco,CA,A
50461,12/31/2012,San Francisco,CA,A
50461,3/31/2013,San Francisco,CA,A
50461,6/30/2013,San Francisco,CA,A
50461,9/30/2013,San Francisco,CA,A
50461,12/31/2013,San Francisco,CA,A
50461,3/31/2014,San Francisco,CA,A
50461,6/30/2014,San Francisco,CA,A
50461,9/30/2014,San Francisco,CA,A
50461,12/31/2014,San Francisco,CA,A
50461,3/31/2015,,,
50461,6/30/2015,,,
50461,9/30/2015,,,
50461,12/31/2015,San Francisco,CA,A
50461,3/31/2016,,,
50461,6/30/2016,,,
50461,9/30/2016,,,
50461,12/31/2016,San Francisco,CA,A
50461,3/31/2017,,,
50461,6/30/2017,,,
50461,9/30/2017,,,
52951,6/30/2003,,,
52951,9/30/2003,,,
52951,12/31/2003,,,
52951,3/31/2004,,,
52951,6/30/2004,,,
52951,9/30/2004,,,
52951,12/31/2004,,,
52951,3/31/2005,,,
52951,6/30/2005,,,
52951,9/30/2005,,,
52951,12/31/2005,,,
52951,3/31/2006,,,
52951,6/30/2006,,,
52951,9/30/2006,,,
52951,12/31/2006,,,
52951,3/31/2007,,,
52951,6/30/2007,,,
52951,9/30/2007,,,
52951,12/31/2007,,,
52951,3/31/2008,,,
52951,6/30/2008,,,
52951,9/30/2008,,,
52951,12/31/2008,,,
52951,3/31/2009,,,
52951,6/30/2009,,,
52951,9/30/2009,,,
52951,12/31/2009,,,
52951,3/31/2010,,,
52951,6/30/2010,,,
52951,9/30/2010,,,
52951,12/31/2010,,,
52951,3/31/2011,,,
52951,6/30/2011,,,
52951,9/30/2011,,,
52951,12/31/2011,,,
52951,3/31/2012,,,
52951,6/30/2012,,,
52951,9/30/2012,,,
52951,12/31/2012,,,
52951,3/31/2013,,,
52951,6/30/2013,,,
52951,9/30/2013,,,
52951,12/31/2013,,,
52951,3/31/2014,,,
52951,6/30/2014,,,
52951,9/30/2014,,,
52951,12/31/2014,,,
52951,3/31/2015,,,
52951,6/30/2015,,,
52951,9/30/2015,,,
52951,12/31/2015,,,
52951,3/31/2016,,,
52951,6/30/2016,,,
52951,9/30/2016,,,
52951,12/31/2016,,,
52951,3/31/2017,,,
52951,6/30/2017,,,
52951,9/30/2017,,,
54357,12/31/2010,Camargo,OK,N
55635,6/30/2003,,,
55635,9/30/2003,,,
55635,12/31/2003,Nashville,TN,B
55635,3/31/2004,,,
55635,6/30/2004,,,
55635,9/30/2004,,,
55635,12/31/2004,Nashville,TN,B
55635,3/31/2005,,,
55635,6/30/2005,,,
55635,9/30/2005,,,
55635,12/31/2005,Nashville,TN,B
55635,3/31/2006,,,
55635,6/30/2006,,,
55635,9/30/2006,,,
55635,12/31/2006,Nashville,TN,B
55635,3/31/2007,,,
55635,6/30/2007,,,
55635,9/30/2007,,,
55635,12/31/2007,Nashville,TN,B
55635,3/31/2008,,,
55635,6/30/2008,,,
55635,9/30/2008,,,
55635,12/31/2008,Nashville,TN,B
55635,3/31/2009,,,
55635,6/30/2009,,,
55635,9/30/2009,,,
55635,12/31/2009,Nashville,TN,B
55635,3/31/2010,,,
55635,6/30/2010,,,
55635,9/30/2010,,,
55635,12/31/2010,Nashville,TN,B
55635,3/31/2011,,,
55635,6/30/2011,,,
55635,9/30/2011,,,
55635,12/31/2011,Nashville,TN,B
55635,3/31/2012,,,
55635,6/30/2012,,,
55635,9/30/2012,,,
55635,12/31/2012,Nashville,TN,B
55635,3/31/2013,,,
55635,6/30/2013,,,
55635,9/30/2013,,,
55635,12/31/2013,Nashville,TN,B
55635,3/31/2014,,,
55635,6/30/2014,,,
55635,9/30/2014,,,
55635,12/31/2014,Nashville,TN,B
55635,3/31/2015,,,
55635,6/30/2015,,,
55635,9/30/2015,,,
55635,12/31/2015,Nashville,TN,B
55635,3/31/2016,,,
55635,6/30/2016,,,
55635,9/30/2016,,,
55635,12/31/2016,Nashville,TN,B
55635,3/31/2017,,,
55635,6/30/2017,,,
55635,9/30/2017,,,
64552,6/30/2003,,,
64552,9/30/2003,,,
64552,12/31/2003,Oklahoma City,OK,N
64552,3/31/2004,,,
64552,6/30/2004,,,
64552,9/30/2004,,,
64552,12/31/2004,Oklahoma City,OK,N
64552,3/31/2005,,,
64552,6/30/2005,,,
64552,9/30/2005,,,
64552,12/31/2005,Oklahoma City,OK,N
64552,3/31/2006,,,
64552,6/30/2006,,,
64552,9/30/2006,,,
64552,12/31/2006,Oklahoma City,OK,N
64552,3/31/2007,,,
64552,6/30/2007,,,
64552,9/30/2007,,,
64552,12/31/2007,Oklahoma City,OK,N
64552,3/31/2008,,,
64552,6/30/2008,,,
64552,9/30/2008,,,
64552,12/31/2008,Oklahoma City,OK,N
64552,3/31/2009,,,
64552,6/30/2009,,,
64552,9/30/2009,,,
64552,12/31/2009,Oklahoma City,OK,N
64552,3/31/2010,,,
64552,6/30/2010,,,
64552,9/30/2010,,,
64552,12/31/2010,Oklahoma City,OK,N
64552,3/31/2011,,,
64552,6/30/2011,,,
64552,9/30/2011,,,
64552,12/31/2011,Oklahoma City,OK,N
64552,3/31/2012,Oklahoma City,OK,N
64552,6/30/2012,Oklahoma City,OK,N
64552,9/30/2012,Oklahoma City,OK,N
64552,12/31/2012,Oklahoma City,OK,N
64552,3/31/2013,Oklahoma City,OK,N
64552,6/30/2013,Oklahoma City,OK,N
64552,9/30/2013,Oklahoma City,OK,N
64552,12/31/2013,Oklahoma City,OK,N
64552,3/31/2014,Oklahoma City,OK,N
64552,6/30/2014,Oklahoma City,OK,N
64552,9/30/2014,Oklahoma City,OK,N
64552,12/31/2014,Oklahoma City,OK,N
64552,3/31/2015,,,
64552,6/30/2015,,,
64552,9/30/2015,,,
64552,12/31/2015,Oklahoma City,OK,N
64552,3/31/2016,,,
64552,6/30/2016,,,
64552,9/30/2016,,,
64552,12/31/2016,Oklahoma City,OK,N
64552,3/31/2017,,,
64552,6/30/2017,,,
64552,9/30/2017,,,
70218,6/30/2003,,,
70218,9/30/2003,,,
70218,12/31/2003,New York,NY,A
70218,3/31/2004,New York,NY,A
70218,6/30/2004,New York,NY,A
70218,9/30/2004,New York,NY,A
70218,12/31/2004,New York,NY,A
70218,3/31/2005,New York,NY,A
70218,6/30/2005,New York,NY,A
70218,9/30/2005,New York,NY,A
70218,12/31/2005,New York,NY,A
70218,3/31/2006,New York,NY,A
70218,6/30/2006,New York,NY,A
70218,9/30/2006,New York,NY,A
70218,12/31/2006,New York,NY,A
70218,3/31/2007,New York,NY,A
70218,6/30/2007,New York,NY,A
70218,9/30/2007,New York,NY,A
70218,12/31/2007,New York,NY,A
70218,3/31/2008,New York,NY,A
70218,6/30/2008,New York,NY,A
70218,9/30/2008,New York,NY,A
70218,12/31/2008,New York,NY,A
70218,3/31/2009,New York,NY,A
70218,6/30/2009,New York,NY,A
70218,9/30/2009,New York,NY,A
70218,12/31/2009,New York,NY,A
70218,3/31/2010,New York,NY,A
70218,6/30/2010,New York,NY,A
70218,9/30/2010,New York,NY,A
70218,12/31/2010,New York,NY,A
70218,3/31/2011,New York,NY,A
70218,6/30/2011,New York,NY,A
70218,9/30/2011,New York,NY,A
70218,12/31/2011,New York,NY,A
70218,3/31/2012,New York,NY,A
70218,6/30/2012,New York,NY,A
70218,9/30/2012,New York,NY,A
70218,12/31/2012,New York,NY,A
70218,3/31/2013,New York,NY,A
70218,6/30/2013,New York,NY,A
70218,9/30/2013,New York,NY,A
70218,12/31/2013,New York,NY,A
70218,3/31/2014,New York,NY,A
70218,6/30/2014,New York,NY,A
70218,9/30/2014,New York,NY,A
70218,12/31/2014,New York,NY,A
70218,3/31/2015,New York,NY,A
70218,6/30/2015,New York,NY,A
70218,9/30/2015,New York,NY,A
70218,12/31/2015,New York,NY,A
70218,3/31/2016,New York,NY,A
70218,6/30/2016,New York,NY,A
70218,9/30/2016,New York,NY,A
70218,12/31/2016,New York,NY,A
70218,3/31/2017,New York,NY,A
70218,6/30/2017,New York,NY,A
70218,9/30/2017,New York,NY,A
71859,12/31/2010,Weir,KS,A
71859,3/31/2011,,,
71859,6/30/2011,,,
71859,9/30/2011,,,
71859,12/31/2011,Weir,KS,A
71859,3/31/2012,,,
71859,6/30/2012,,,
71859,9/30/2012,,,
71859,12/31/2012,Weir,KS,A
71859,3/31/2013,,,
71859,6/30/2013,,,
71859,9/30/2013,,,
71859,12/31/2013,Weir,KS,A
71859,3/31/2014,,,
71859,6/30/2014,,,
71859,9/30/2014,,,
71859,12/31/2014,Weir,KS,A
71859,3/31/2015,,,
71859,6/30/2015,,,
71859,9/30/2015,,,
71859,12/31/2015,Weir,KS,A
71859,3/31/2016,,,
71859,6/30/2016,,,
71859,9/30/2016,,,
71859,12/31/2016,Weir,KS,A
71859,3/31/2017,,,
71859,6/30/2017,,,
71859,9/30/2017,,,
75174,12/31/2003,Mobile,AL,B
75174,3/31/2004,Mobile,AL,B
75174,6/30/2004,Mobile,AL,B
75174,9/30/2004,Mobile,AL,B
75174,12/31/2004,Mobile,AL,B
75174,3/31/2005,Mobile,AL,B
75174,6/30/2005,Mobile,AL,B
75174,9/30/2005,Mobile,AL,B
75174,12/31/2005,Mobile,AL,B
75174,3/31/2006,Mobile,AL,B
75174,6/30/2006,Mobile,AL,B
75174,9/30/2006,Mobile,AL,B
75174,12/31/2006,Mobile,AL,B
75174,12/31/2007,,,
76135,6/30/2003,,,
76135,9/30/2003,,,
76135,12/31/2003,Chicago,IL,B
76135,3/31/2004,,,
76135,6/30/2004,,,
76135,9/30/2004,,,
76135,12/31/2004,Chicago,IL,B
76135,3/31/2005,,,
76135,6/30/2005,,,
76135,9/30/2005,,,
76135,12/31/2005,Chicago,IL,B
76135,3/31/2006,,,
76135,6/30/2006,,,
76135,9/30/2006,,,
76135,12/31/2006,Chicago,IL,B
76135,3/31/2007,,,
76135,6/30/2007,,,
76135,9/30/2007,,,
76135,12/31/2007,Chicago,IL,B
76135,3/31/2008,,,
76135,6/30/2008,,,
76135,9/30/2008,,,
76135,12/31/2008,Chicago,IL,B
76135,3/31/2009,,,
76135,6/30/2009,,,
76135,9/30/2009,,,
76135,12/31/2009,Chicago,IL,B
76135,3/31/2010,,,
76135,6/30/2010,,,
76135,9/30/2010,,,
76135,12/31/2010,Chicago,IL,B
76135,3/31/2011,,,
76135,6/30/2011,,,
76135,9/30/2011,,,
76135,12/31/2011,Chicago,IL,B
76135,3/31/2012,,,
76135,6/30/2012,,,
76135,9/30/2012,,,
76135,12/31/2012,Chicago,IL,B
76135,3/31/2013,,,
76135,6/30/2013,,,
76135,9/30/2013,,,
76135,12/31/2013,Chicago,IL,B
76135,3/31/2014,,,
76135,6/30/2014,,,
76135,9/30/2014,,,
76135,12/31/2014,Chicago,IL,B
98717,6/30/2003,,,
98717,9/30/2003,,,
98717,12/31/2003,New York,NY,A
98717,3/31/2004,,,
98717,6/30/2004,,,
98717,9/30/2004,,,
98717,12/31/2004,New York,NY,A
98717,3/31/2005,,,
98717,6/30/2005,,,
98717,9/30/2005,,,
98717,12/31/2005,New York,NY,A
98717,3/31/2006,,,
98717,6/30/2006,,,
98717,9/30/2006,,,
98717,12/31/2006,New York,NY,A
98717,3/31/2007,,,
98717,6/30/2007,,,
98717,9/30/2007,,,
98717,12/31/2007,New York,NY,A
98717,3/31/2008,,,
98717,6/30/2008,,,
98717,9/30/2008,,,
98717,12/31/2008,New York,NY,A
98717,3/31/2009,,,
98717,6/30/2009,,,
98717,9/30/2009,,,
98717,12/31/2009,New York,NY,A
98717,3/31/2010,,,
98717,6/30/2010,,,
98717,9/30/2010,,,
98717,12/31/2010,New York,NY,A
98717,3/31/2011,,,
98717,6/30/2011,,,
98717,9/30/2011,,,
98717,12/31/2011,New York,NY,A
98717,3/31/2012,,,
98717,6/30/2012,,,
98717,9/30/2012,,,
98717,12/31/2012,New York,NY,A
98717,3/31/2013,,,
98717,6/30/2013,,,
98717,9/30/2013,,,
98717,12/31/2013,New York,NY,A
98717,3/31/2014,,,
98717,6/30/2014,,,
98717,9/30/2014,,,
98717,12/31/2014,New York,NY,A
98717,3/31/2015,,,
98717,6/30/2015,,,
98717,9/30/2015,,,
98717,12/31/2015,New York,NY,A
98717,3/31/2016,,,
98717,6/30/2016,,,
98717,9/30/2016,,,
98717,12/31/2016,New York,NY,A
98717,3/31/2017,,,
98717,6/30/2017,,,
98717,9/30/2017,,,
99004,6/30/2003,,,
99004,9/30/2003,,,
99004,12/31/2003,Bronx,NY,H
99004,3/31/2004,,,
99004,6/30/2004,,,
99004,9/30/2004,,,
99004,12/31/2004,Bronx,NY,H
99004,3/31/2005,,,
99004,6/30/2005,,,
99004,9/30/2005,,,
99004,12/31/2005,Bronx,NY,H
99004,3/31/2006,,,
99004,6/30/2006,,,
99004,9/30/2006,,,
99004,12/31/2006,,,
99004,3/31/2007,,,
99004,6/30/2007,,,
104663,12/31/2006,Oakland,CA,A
104663,3/31/2007,Oakland,CA,A
104663,6/30/2007,Oakland,CA,A
104663,9/30/2007,Oakland,CA,A
104663,12/31/2007,Oakland,CA,A
104663,3/31/2008,Oakland,CA,A
104663,6/30/2008,Oakland,CA,A
104663,9/30/2008,Oakland,CA,A
104663,12/31/2008,Oakland,CA,A
104663,3/31/2009,Oakland,CA,A
104663,6/30/2009,Oakland,CA,A
104663,9/30/2009,Oakland,CA,A
104663,12/31/2009,Oakland,CA,A
110936,12/31/2003,Boca Raton,FL,H
110936,3/31/2004,Boca Raton,FL,H
110936,6/30/2004,Boca Raton,FL,H
110936,9/30/2004,Boca Raton,FL,H
110936,12/31/2004,Boca Raton,FL,H
110936,3/31/2005,Boca Raton,FL,H
110936,6/30/2005,Boca Raton,FL,H
110936,9/30/2005,Boca Raton,FL,H
110936,12/31/2005,Boca Raton,FL,H
110936,3/31/2006,Boca Raton,FL,H
110936,6/30/2006,Boca Raton,FL,H
110936,9/30/2006,Boca Raton,FL,H
110936,12/31/2006,Coral Gables,FL,H
110936,3/31/2007,Coral Gables,FL,H
110936,6/30/2007,Coral Gables,FL,H
110936,9/30/2007,Coral Gables,FL,H
110936,12/31/2007,Coral Gables,FL,H
110936,3/31/2008,Coral Gables,FL,H
110936,6/30/2008,Coral Gables,FL,H
110936,9/30/2008,Coral Gables,FL,H
110936,12/31/2008,Coral Gables,FL,H
110936,3/31/2009,Coral Gables,FL,H
110936,6/30/2009,Coral Gables,FL,H
110936,9/30/2009,Coral Gables,FL,H
110936,12/31/2009,Coral Gables,FL,H
110936,3/31/2010,Coral Gables,FL,H
110936,6/30/2010,Coral Gables,FL,H
110936,9/30/2010,Coral Gables,FL,H
110936,12/31/2010,Coral Gables,FL,H
110936,3/31/2011,Coral Gables,FL,H
110936,6/30/2011,Coral Gables,FL,H
110936,9/30/2011,Coral Gables,FL,H
110936,12/31/2011,Coral Gables,FL,H
117373,12/31/2003,Detroit,MI,B
117373,3/31/2004,Detroit,MI,B
117373,6/30/2004,Detroit,MI,B
117373,9/30/2004,Detroit,MI,B
117373,12/31/2004,Detroit,MI,B
117373,3/31/2005,Detroit,MI,B
117373,6/30/2005,Detroit,MI,B
117373,9/30/2005,Detroit,MI,B
117373,12/31/2005,Detroit,MI,B
117373,3/31/2006,Detroit,MI,B
117373,6/30/2006,Detroit,MI,B
117373,9/30/2006,Detroit,MI,B
117373,12/31/2006,Detroit,MI,B
117373,12/31/2007,Detroit,MI,B
117373,3/31/2008,,,
117373,6/30/2008,,,
117373,9/30/2008,,,
117373,12/31/2008,Detroit,MI,B
117373,3/31/2009,,,
117373,6/30/2009,,,
117373,9/30/2009,,,
132376,12/31/2003,Chicago,IL,H
146056,12/31/2004,Calumet,OK,N
146056,3/31/2005,Calumet,OK,N
146056,6/30/2005,Calumet,OK,N
146056,9/30/2005,Calumet,OK,N
146056,12/31/2005,Calumet,OK,N
146056,3/31/2006,Calumet,OK,N
146056,6/30/2006,Calumet,OK,N
146056,9/30/2006,Calumet,OK,N
146056,12/31/2006,Calumet,OK,N
146056,3/31/2007,Calumet,OK,N
146056,6/30/2007,Calumet,OK,N
146056,9/30/2007,Calumet,OK,N
146056,12/31/2007,Calumet,OK,N
146056,3/31/2008,Calumet,OK,N
146056,6/30/2008,Calumet,OK,N
146056,9/30/2008,Calumet,OK,N
146056,12/31/2008,Calumet,OK,N
146056,3/31/2009,Calumet,OK,N
146056,6/30/2009,Calumet,OK,N
146056,9/30/2009,Calumet,OK,N
146056,12/31/2009,Calumet,OK,N
146056,3/31/2010,Calumet,OK,N
146056,6/30/2010,Calumet,OK,N
146056,9/30/2010,Calumet,OK,N
146056,12/31/2010,Calumet,OK,N
146056,3/31/2011,,,
146056,6/30/2011,,,
146056,9/30/2011,,,
146056,12/31/2011,Calumet,OK,N
146056,3/31/2012,,,
146056,6/30/2012,,,
146056,9/30/2012,,,
146056,12/31/2012,Calumet,OK,N
146056,3/31/2013,,,
146056,6/30/2013,,,
146056,9/30/2013,,,
146056,12/31/2013,Calumet,OK,N
146056,3/31/2014,,,
146056,6/30/2014,,,
146056,9/30/2014,,,
146056,12/31/2014,Calumet,OK,N
146056,3/31/2015,,,
146056,6/30/2015,,,
146056,9/30/2015,,,
146056,12/31/2015,Calumet,OK,N
146056,3/31/2016,,,
146056,6/30/2016,,,
146056,9/30/2016,,,
146056,12/31/2016,Calumet,OK,N
146056,3/31/2017,,,
146056,6/30/2017,,,
146056,9/30/2017,,,
163857,12/31/2003,Crescent,OK,N
163857,3/31/2004,Crescent,OK,N
163857,6/30/2004,Crescent,OK,N
163857,9/30/2004,Crescent,OK,N
163857,12/31/2004,Crescent,OK,N
163857,3/31/2005,Crescent,OK,N
163857,6/30/2005,Crescent,OK,N
163857,9/30/2005,Crescent,OK,N
163857,12/31/2005,Crescent,OK,N
163857,3/31/2006,Crescent,OK,N
163857,6/30/2006,Crescent,OK,N
163857,9/30/2006,Crescent,OK,N
163857,12/31/2006,Crescent,OK,N
163857,3/31/2007,Crescent,OK,N
163857,6/30/2007,Crescent,OK,N
163857,9/30/2007,Crescent,OK,N
163857,12/31/2007,Crescent,OK,N
163857,9/30/2008,,,
163857,12/31/2008,Crescent,OK,N
163857,3/31/2009,,,
163857,6/30/2009,,,
163857,9/30/2009,,,
163857,12/31/2009,Crescent,OK,N
163857,3/31/2010,,,
163857,6/30/2010,,,
163857,9/30/2010,,,
163857,12/31/2010,Crescent,OK,N
163857,3/31/2011,,,
163857,6/30/2011,,,
163857,9/30/2011,,,
163857,12/31/2011,Edmond,OK,N
163857,3/31/2012,,,
163857,6/30/2012,,,
163857,9/30/2012,,,
163857,12/31/2012,Edmond,OK,N
163857,3/31/2013,,,
163857,6/30/2013,,,
163857,9/30/2013,,,
163857,12/31/2013,Edmond,OK,N
163857,3/31/2014,,,
163857,6/30/2014,,,
163857,9/30/2014,,,
163857,12/31/2014,Edmond,OK,N
163857,3/31/2015,,,
163857,6/30/2015,,,
163857,9/30/2015,,,
163857,12/31/2015,Edmond,OK,N
163857,3/31/2016,,,
163857,6/30/2016,,,
163857,9/30/2016,,,
163857,12/31/2016,Edmond,OK,N
163857,3/31/2017,,,
163857,6/30/2017,,,
163857,9/30/2017,,,
169569,6/30/2003,,,
169569,9/30/2003,,,
169569,12/31/2003,Duarte,CA,A
169569,3/31/2004,,,
169569,6/30/2004,,,
169569,9/30/2004,,,
169569,12/31/2004,Duarte,CA,A
169569,3/31/2005,,,
169569,6/30/2005,,,
169569,9/30/2005,,,
169569,12/31/2005,Duarte,CA,A
169569,3/31/2006,,,
169569,6/30/2006,,,
170716,12/31/2004,San Juan,PR,H
170716,3/31/2005,San Juan,PR,H
170716,6/30/2005,San Juan,PR,H
170716,9/30/2005,San Juan,PR,H
170716,12/31/2005,San Juan,PR,H
170716,3/31/2006,San Juan,PR,H
170716,6/30/2006,San Juan,PR,H
170716,9/30/2006,San Juan,PR,H
170716,12/31/2006,San Juan,PR,H
170716,3/31/2007,San Juan,PR,H
170716,6/30/2007,San Juan,PR,H
170716,9/30/2007,San Juan,PR,H
170716,12/31/2007,San Juan,PR,H
170716,3/31/2008,San Juan,PR,H
170716,6/30/2008,San Juan,PR,H
170716,9/30/2008,San Juan,PR,H
170716,12/31/2008,San Juan,PR,H
170716,3/31/2009,San Juan,PR,H
170716,6/30/2009,San Juan,PR,H
170716,9/30/2009,San Juan,PR,H
170716,12/31/2009,San Juan,PR,H
170716,3/31/2010,San Juan,PR,H
170716,6/30/2010,San Juan,PR,H
170716,9/30/2010,San Juan,PR,H
170716,12/31/2010,San Juan,PR,H
170716,3/31/2011,San Juan,PR,H
170716,6/30/2011,San Juan,PR,H
170716,9/30/2011,San Juan,PR,H
170716,12/31/2011,San Juan,PR,H
182157,6/30/2003,,,
182157,9/30/2003,,,
182157,12/31/2003,Saint Louis,MO,B
182157,3/31/2004,,,
182157,6/30/2004,,,
182157,9/30/2004,,,
182157,12/31/2004,Saint Louis,MO,B
182157,3/31/2005,,,
182157,6/30/2005,,,
182157,9/30/2005,,,
182157,12/31/2005,Saint Louis,MO,B
182157,3/31/2006,,,
182157,6/30/2006,,,
182157,9/30/2006,,,
182157,12/31/2006,Saint Louis,MO,B
182157,3/31/2007,,,
182157,6/30/2007,,,
182157,9/30/2007,,,
182157,12/31/2007,Saint Louis,MO,B
182157,3/31/2008,,,
182157,6/30/2008,,,
182157,9/30/2008,,,
182157,12/31/2008,Saint Louis,MO,B
182157,3/31/2009,,,
182157,6/30/2009,,,
182157,9/30/2009,,,
186856,12/31/2003,Fort Gibson,OK,N
186856,3/31/2004,Fort Gibson,OK,N
186856,6/30/2004,Fort Gibson,OK,N
186856,9/30/2004,Fort Gibson,OK,N
186856,12/31/2004,Fort Gibson,OK,N
186856,3/31/2005,Fort Gibson,OK,N
186856,6/30/2005,Fort Gibson,OK,N
186856,9/30/2005,Fort Gibson,OK,N
186856,12/31/2005,Fort Gibson,OK,N
186856,3/31/2006,Fort Gibson,OK,N
186856,6/30/2006,Fort Gibson,OK,N
186856,9/30/2006,Fort Gibson,OK,N
186856,12/31/2006,Fort Gibson,OK,N
186856,3/31/2007,Fort Gibson,OK,N
186856,6/30/2007,Fort Gibson,OK,N
186856,9/30/2007,Fort Gibson,OK,N
186856,12/31/2007,Fort Gibson,OK,N
186856,3/31/2008,Fort Gibson,OK,N
186856,6/30/2008,Fort Gibson,OK,N
186856,9/30/2008,Fort Gibson,OK,N
186856,12/31/2008,Fort Gibson,OK,N
186856,3/31/2009,Fort Gibson,OK,N
186856,6/30/2009,Fort Gibson,OK,N
186856,9/30/2009,Fort Gibson,OK,N
186856,12/31/2009,Fort Gibson,OK,N
186856,3/31/2010,Fort Gibson,OK,N
186856,6/30/2010,Fort Gibson,OK,N
186856,9/30/2010,Fort Gibson,OK,N
186856,12/31/2010,Fort Gibson,OK,N
186856,3/31/2011,Fort Gibson,OK,N
186856,6/30/2011,Fort Gibson,OK,N
186856,9/30/2011,Fort Gibson,OK,N
186856,12/31/2011,Fort Gibson,OK,N
186856,3/31/2012,Fort Gibson,OK,N
